country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","14-04-2026 18:00:00",25.339605,74.618883,CO,26,117,36
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","14-04-2026 18:00:00",28.194909,76.862296,NO2,18,74,44
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","14-04-2026 18:00:00",26.9164092,75.7994901,NO2,4,118,52
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","14-04-2026 18:00:00",26.9164092,75.7994901,NH3,29,113,59
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","14-04-2026 18:00:00",26.9164092,75.7994901,SO2,37,49,42
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","14-04-2026 18:00:00",26.9164092,75.7994901,CO,36,82,55
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","14-04-2026 18:00:00",26.9164092,75.7994901,OZONE,15,102,86
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","14-04-2026 18:00:00",26.960669,75.771817,NO2,19,138,54
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","14-04-2026 18:00:00",26.9502929,75.730943,PM10,72,159,108
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","14-04-2026 18:00:00",26.9502929,75.730943,NO2,36,134,70
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","14-04-2026 18:00:00",26.912329,70.909168,SO2,NA,NA,NA
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","14-04-2026 18:00:00",25.435774,75.644272,NO2,4,11,7
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","14-04-2026 18:00:00",25.435774,75.644272,OZONE,4,133,112
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","14-04-2026 18:00:00",24.892047,74.623527,NO2,4,117,56
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","14-04-2026 18:00:00",28.296139,74.961696,PM2.5,18,92,56
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","14-04-2026 18:00:00",28.296139,74.961696,NO2,7,40,21
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","14-04-2026 18:00:00",28.296139,74.961696,CO,4,39,14
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","14-04-2026 18:00:00",26.895552,76.334753,PM2.5,25,233,76
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","14-04-2026 18:00:00",26.895552,76.334753,NH3,9,53,22
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","14-04-2026 18:00:00",25.164090,75.858137,OZONE,7,126,105
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","14-04-2026 18:00:00",25.196024,75.855668,OZONE,6,148,124
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","14-04-2026 18:00:00",25.14389,75.821256,OZONE,7,15,12
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","14-04-2026 18:00:00",25.771061," 73.340227",NO2,14,18,16
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","14-04-2026 18:00:00",25.036360,73.883502,CO,26,90,29
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","14-04-2026 18:00:00",26.031443,76.359327,SO2,6,17,9
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","14-04-2026 18:00:00",27.608912,75.153302,CO,13,80,15
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","14-04-2026 18:00:00",28.207266,76.829265,NH3,5,38,14
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","14-04-2026 18:00:00",28.207266,76.829265,SO2,8,25,14
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","14-04-2026 18:00:00",28.207266,76.829265,CO,4,78,12
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","14-04-2026 18:00:00",28.018792,73.292658,PM2.5,23,229,61
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","14-04-2026 18:00:00",26.699557,77.898881,NH3,10,18,14
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","14-04-2026 18:00:00",26.699557,77.898881,SO2,1,14,5
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","14-04-2026 18:00:00",29.610750,74.283608,NO2,12,70,28
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","14-04-2026 18:00:00",10.942451,76.978996,PM2.5,16,78,51
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","14-04-2026 18:00:00",10.942451,76.978996,OZONE,20,20,20
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","14-04-2026 18:00:00",13.4127,80.1081,PM2.5,25,344,115
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","14-04-2026 18:00:00",13.4127,80.1081,PM10,53,165,95
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","14-04-2026 18:00:00",13.4127,80.1081,SO2,16,22,19
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","14-04-2026 18:00:00",11.4068288,76.7138973,PM10,47,101,72
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","14-04-2026 18:00:00","8.816428 ",78.099039,PM10,57,129,82
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","14-04-2026 18:00:00","8.816428 ",78.099039,SO2,1,17,9
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","14-04-2026 18:00:00","8.816428 ",78.099039,CO,12,46,32
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","14-04-2026 18:00:00",11.0973603,77.3228673,NO2,4,4,4
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","14-04-2026 18:00:00",11.0973603,77.3228673,SO2,35,37,36
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","14-04-2026 18:00:00",17.460103,78.334361,PM10,18,38,28
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","14-04-2026 18:00:00",28.38910936,79.42963708,PM10,54,113,87
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","14-04-2026 18:00:00",28.406963,77.849831,CO,19,102,36
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","14-04-2026 18:00:00",27.1594,78.3953,NH3,2,2,2
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","14-04-2026 18:00:00",28.646233,77.358075,PM2.5,53,208,110
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","14-04-2026 18:00:00",28.646233,77.358075,PM10,105,258,167
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","14-04-2026 18:00:00",28.646233,77.358075,NO2,19,133,59
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","14-04-2026 18:00:00",28.646233,77.358075,NH3,13,16,15
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","14-04-2026 18:00:00",28.757294,77.278792,PM10,158,476,276
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","14-04-2026 18:00:00",28.757294,77.278792,NH3,1,8,4
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","14-04-2026 18:00:00",17.417094,78.457437,CO,8,34,17
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","14-04-2026 18:00:00",17.349694,78.451437,OZONE,22,25,24
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","14-04-2026 18:00:00",23.8175497,91.2726974,NO2,17,20,18
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","14-04-2026 18:00:00",23.8175497,91.2726974,NH3,1,4,3
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","14-04-2026 18:00:00",23.8175497,91.2726974,SO2,3,3,3
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","14-04-2026 18:00:00",27.23711,78.01936,PM2.5,6,95,47
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","14-04-2026 18:00:00",27.23711,78.01936,SO2,11,44,15
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","14-04-2026 18:00:00",27.23711,78.01936,CO,19,20,20
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","14-04-2026 18:00:00",27.106972,78.000111,NH3,5,5,5
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","14-04-2026 18:00:00",17.429398,78.569354,PM10,82,97,91
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","14-04-2026 18:00:00",17.37206,78.50864,PM10,79,106,88
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","14-04-2026 18:00:00",17.37206,78.50864,NH3,2,4,2
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","14-04-2026 18:00:00",17.528544,78.286195,PM2.5,47,56,50
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","14-04-2026 18:00:00",17.528544,78.286195,NH3,5,7,6
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","14-04-2026 18:00:00",17.4559458,78.4332152,CO,37,53,45
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","14-04-2026 18:00:00",17.4559458,78.4332152,OZONE,14,19,17
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","14-04-2026 18:00:00",17.417094,78.457437,PM10,78,90,85
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","14-04-2026 18:00:00",17.417094,78.457437,NH3,4,4,4
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","14-04-2026 18:00:00",17.470431,78.566959,NO2,15,43,27
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","14-04-2026 18:00:00",17.470431,78.566959,NH3,4,6,5
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","14-04-2026 18:00:00",17.5316895,78.218939,PM10,38,100,59
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","14-04-2026 18:00:00",17.585705,78.126199,PM2.5,NA,NA,NA
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","14-04-2026 18:00:00",17.393559,78.339194,PM2.5,46,67,55
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","14-04-2026 18:00:00",17.393559,78.339194,OZONE,14,33,29
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","14-04-2026 18:00:00",17.544899,78.486949,PM2.5,40,57,48
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","14-04-2026 18:00:00",17.544899,78.486949,NH3,2,4,3
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","14-04-2026 18:00:00",24.5886166,73.6321397,SO2,2,13,6
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","14-04-2026 18:00:00",24.5886166,73.6321397,CO,6,43,24
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB","14-04-2026 18:00:00",13.0664,"80.2112 ",SO2,1,6,2
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB","14-04-2026 18:00:00",13.1278,80.2642,PM2.5,3,41,21
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB","14-04-2026 18:00:00",13.1278,80.2642,NH3,3,5,4
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","14-04-2026 18:00:00",27.169338,78.03582,SO2,78,101,87
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","14-04-2026 18:00:00",27.169338,78.03582,OZONE,NA,NA,NA
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","14-04-2026 18:00:00",28.359581,79.414455,PM2.5,31,69,50
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","14-04-2026 18:00:00",28.359581,79.414455,PM10,33,73,53
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","14-04-2026 18:00:00",28.359581,79.414455,SO2,12,55,33
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","14-04-2026 18:00:00",13.1662,80.2584,CO,38,44,42
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","14-04-2026 18:00:00",13.1662,80.2584,OZONE,21,80,31
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","14-04-2026 18:00:00",13.164544,80.26285,CO,12,62,22
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","14-04-2026 18:00:00",29.931624,73.864511,CO,41,60,45
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","14-04-2026 18:00:00",26.159933,75.780517,PM10,39,112,68
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","14-04-2026 18:00:00",28.47272,77.482000,NH3,4,11,8
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","14-04-2026 18:00:00",28.47272,77.482000,SO2,5,23,12
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","14-04-2026 18:00:00",28.47272,77.482000,CO,13,80,25
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","14-04-2026 18:00:00",28.557054,77.453663,NH3,6,12,8
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","14-04-2026 18:00:00",28.557054,77.453663,OZONE,8,155,129
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","14-04-2026 18:00:00",25.4547,78.6039,NO2,6,6,6
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","14-04-2026 18:00:00",25.4547,78.6039,SO2,12,18,14
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","14-04-2026 18:00:00",25.4547,78.6039,OZONE,4,27,11
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","14-04-2026 18:00:00",26.428282,80.327067,PM2.5,14,223,72
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","14-04-2026 18:00:00",26.428282,80.327067,SO2,18,42,24
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","14-04-2026 18:00:00",26.509954,80.249612,PM10,54,135,98
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","14-04-2026 18:00:00",26.509954,80.249612,NH3,2,2,2
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","14-04-2026 18:00:00",28.999264,77.7590354,PM2.5,12,132,70
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","14-04-2026 18:00:00",28.999264,77.7590354,CO,52,103,69
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","14-04-2026 18:00:00",28.9535882,77.7622941,PM2.5,19,125,65
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","14-04-2026 18:00:00",28.9535882,77.7622941,NO2,16,103,35
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","14-04-2026 18:00:00",28.9535882,77.7622941,NH3,5,8,6
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","14-04-2026 18:00:00",29.063510,77.709723,PM10,60,149,96
India,Uttar_Pradesh,Modinagar,"SRM University, Modinagar - UPPCB","14-04-2026 18:00:00","28.798171 ","77.540243 ",SO2,13,74,34
India,Uttar_Pradesh,Modinagar,"SRM University, Modinagar - UPPCB","14-04-2026 18:00:00","28.798171 ","77.540243 ",CO,38,100,41
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","14-04-2026 18:00:00",28.83526,78.74460,PM2.5,12,80,46
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","14-04-2026 18:00:00",28.83526,78.74460,NH3,5,5,5
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","14-04-2026 18:00:00",28.83526,78.74460,SO2,22,40,25
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","14-04-2026 18:00:00",25.301778,82.996789,NH3,1,1,1
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","14-04-2026 18:00:00",25.262326,82.995408,PM2.5,4,66,36
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","14-04-2026 18:00:00",25.32393,82.99687,OZONE,3,14,13
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","14-04-2026 18:00:00",27.5714090,77.6557570,PM10,53,172,104
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","14-04-2026 18:00:00",27.5714090,77.6557570,NO2,26,27,27
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","14-04-2026 18:00:00",30.269444,78.044167,PM2.5,NA,NA,NA
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","14-04-2026 18:00:00",30.269444,78.044167,NO2,1,2,1
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","14-04-2026 18:00:00",29.2124114,78.9611753,NH3,NA,NA,NA
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","14-04-2026 18:00:00",26.868120,81.005119,NO2,8,11,10
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","14-04-2026 18:00:00",26.868120,81.005119,SO2,11,12,12
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","14-04-2026 18:00:00",26.868120,81.005119,OZONE,37,51,50
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","14-04-2026 18:00:00",26.906111,80.948222,NH3,9,17,13
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","14-04-2026 18:00:00",26.906111,80.948222,OZONE,10,25,15
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","14-04-2026 18:00:00",26.83399722,80.8917361,NO2,34,80,48
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","14-04-2026 18:00:00",26.83399722,80.8917361,CO,25,122,63
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","14-04-2026 18:00:00",29.4723508,77.7194031,PM10,74,174,122
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","14-04-2026 18:00:00",28.5447608,77.3231257,PM2.5,36,229,105
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","14-04-2026 18:00:00",28.5447608,77.3231257,OZONE,10,205,174
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD","14-04-2026 18:00:00",28.6245479,77.3577104,NO2,18,51,28
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","14-04-2026 18:00:00",28.5898,77.3101,SO2,6,24,15
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","14-04-2026 18:00:00",28.5898,77.3101,CO,17,88,24
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","14-04-2026 18:00:00",28.840739,78.697531,NH3,3,6,5
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","14-04-2026 18:00:00",28.840739,78.697531,OZONE,8,137,109
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","14-04-2026 18:00:00",28.88528,78.73880,OZONE,16,66,35
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","14-04-2026 18:00:00",28.856664,78.772638,NO2,24,25,25
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","14-04-2026 18:00:00",28.856664,78.772638,CO,39,40,40
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","14-04-2026 18:00:00",28.849399,78.742362,PM2.5,14,85,50
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","14-04-2026 18:00:00",28.685382,77.453839,NH3,7,12,9
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","14-04-2026 18:00:00",28.685382,77.453839,SO2,12,53,27
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","14-04-2026 18:00:00",28.6603346,77.3572563,PM10,112,339,185
India,Uttar_Pradesh,Ghaziabad,"Ved Vihar-Loni, Ghaziabad - UPPCB","14-04-2026 18:00:00","28.739153 ","77.273668 ",NO2,34,84,54
India,Uttar_Pradesh,Ghaziabad,"Ved Vihar-Loni, Ghaziabad - UPPCB","14-04-2026 18:00:00","28.739153 ","77.273668 ",CO,44,73,50
India,Uttar_Pradesh,Ghaziabad,"Ved Vihar-Loni, Ghaziabad - UPPCB","14-04-2026 18:00:00","28.739153 ","77.273668 ",OZONE,7,95,71
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","14-04-2026 18:00:00",25.425602,81.917152,PM2.5,20,81,52
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","14-04-2026 18:00:00",25.425602,81.917152,PM10,43,120,87
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","14-04-2026 18:00:00",25.425602,81.917152,NH3,6,6,6
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","14-04-2026 18:00:00",25.425602,81.917152,OZONE,16,72,50
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","14-04-2026 18:00:00",25.494,81.863,CO,10,34,12
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","14-04-2026 18:00:00","25.44919916 ","81.82735986 ",NH3,4,9,6
India,Uttar_Pradesh,Khora,"Prashant Garden, Khora - UPPCB","14-04-2026 18:00:00",28.61119,77.34206,PM2.5,108,333,253
India,Uttar_Pradesh,Khora,"Prashant Garden, Khora - UPPCB","14-04-2026 18:00:00",28.61119,77.34206,PM10,120,277,205
India,Uttar_Pradesh,Khora,"Prashant Garden, Khora - UPPCB","14-04-2026 18:00:00",28.61119,77.34206,SO2,8,26,16
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","14-04-2026 18:00:00",26.766433,80.927299,CO,27,32,28
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","14-04-2026 18:00:00",26.766433,80.927299,OZONE,2,101,94
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","14-04-2026 18:00:00",30.075911,78.2859547,NO2,18,24,23
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","14-04-2026 18:00:00",30.075911,78.2859547,SO2,1,1,1
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","14-04-2026 18:00:00",30.075911,78.2859547,CO,37,37,37
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","14-04-2026 18:00:00",23.6979360,86.9443950,PM2.5,28,130,74
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","14-04-2026 18:00:00",23.6979360,86.9443950,NO2,10,88,27
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","14-04-2026 18:00:00",23.6979360,86.9443950,NH3,6,6,6
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","14-04-2026 18:00:00",23.6979360,86.9443950,CO,20,111,27
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","14-04-2026 18:00:00",23.616515,87.119133,PM2.5,18,202,87
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","14-04-2026 18:00:00",22.7605581,88.3617589,PM10,37,88,57
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","14-04-2026 18:00:00",22.7605581,88.3617589,OZONE,10,69,42
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","14-04-2026 18:00:00",23.567923,87.306843,PM2.5,27,228,84
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","14-04-2026 18:00:00",23.5087640,87.3544400,CO,54,100,65
India,West_Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB","14-04-2026 18:00:00",23.549395,87.300496,PM2.5,38,181,82
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB","14-04-2026 18:00:00",22.06047,88.109737,PM2.5,25,77,43
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","14-04-2026 18:00:00",22.554954,88.292568,PM2.5,11,46,29
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","14-04-2026 18:00:00",22.554954,88.292568,CO,6,25,17
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","14-04-2026 18:00:00",22.611968,88.347422,OZONE,12,25,20
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","14-04-2026 18:00:00",22.5687319,88.2797276,NO2,12,12,12
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","14-04-2026 18:00:00",22.5367507,88.3638022,SO2,15,24,18
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","14-04-2026 18:00:00",22.58157048,88.41002457,NH3,5,5,5
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","14-04-2026 18:00:00",22.556640,88.342674,NO2,19,26,21
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","14-04-2026 18:00:00",22.49929,88.36917,PM2.5,42,86,57
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","14-04-2026 18:00:00",22.51106,88.35142,PM10,30,69,45
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","14-04-2026 18:00:00",22.51106,88.35142,NO2,17,42,26
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","14-04-2026 18:00:00",22.51106,88.35142,NH3,7,7,7
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","14-04-2026 18:00:00",22.5448082,88.3403691,NO2,27,34,29
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","14-04-2026 18:00:00",26.6879226,88.4152495,SO2,14,18,16
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","14-04-2026 18:00:00",14.465052,78.824187,CO,20,35,27
India,Andhra_Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","14-04-2026 18:00:00",16.186555,81.13219,NO2,6,22,12
