country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","14-04-2026 18:00:00",16.486692,80.699436,PM2.5,54,92,63
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","14-04-2026 18:00:00",16.486692,80.699436,NO2,24,35,28
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","14-04-2026 18:00:00",16.486692,80.699436,CO,40,51,45
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","14-04-2026 18:00:00",16.509717,80.612222,PM2.5,42,75,57
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","14-04-2026 18:00:00",16.509717,80.612222,OZONE,8,8,8
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","14-04-2026 18:00:00",16.554731,80.649110,PM2.5,54,68,60
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","14-04-2026 18:00:00",16.554731,80.649110,NH3,4,5,4
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","14-04-2026 18:00:00",16.5150833,80.5181667,PM10,16,96,50
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","14-04-2026 18:00:00",16.5150833,80.5181667,CO,11,18,13
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","14-04-2026 18:00:00",14.675886,77.593027,NH3,4,5,5
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","14-04-2026 18:00:00",14.675886,77.593027,OZONE,30,41,38
India,Andhra_Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ","14-04-2026 18:00:00","14.438164 ","79.966814 ",PM2.5,25,63,35
India,Andhra_Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ","14-04-2026 18:00:00","14.438164 ","79.966814 ",OZONE,2,48,34
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","14-04-2026 18:00:00",16.9872867,81.7363176,CO,18,34,28
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","14-04-2026 18:00:00",13.615387,79.409230,SO2,8,16,10
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","14-04-2026 18:00:00",16.536107,80.594233,PM10,57,433,103
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","14-04-2026 18:00:00",16.536107,80.594233,NH3,4,5,4
India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB","14-04-2026 18:00:00",16.316553,80.413302,NO2,5,21,14
India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB","14-04-2026 18:00:00",16.316553,80.413302,CO,12,31,24
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","14-04-2026 18:00:00",14.465052,78.824187,NO2,23,31,26
India,Assam,Guwahati,"IITG, Guwahati - PCBA","14-04-2026 18:00:00",26.2028636,91.70046436,PM10,NA,NA,NA
India,Assam,Guwahati,"IITG, Guwahati - PCBA","14-04-2026 18:00:00",26.2028636,91.70046436,NO2,NA,NA,NA
India,Assam,Guwahati,"IITG, Guwahati - PCBA","14-04-2026 18:00:00",26.2028636,91.70046436,SO2,NA,NA,NA
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","14-04-2026 18:00:00",26.10887,91.589544,PM2.5,NA,NA,NA
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","14-04-2026 18:00:00",17.72,83.3,PM10,59,216,109
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","14-04-2026 18:00:00",17.72,83.3,SO2,2,108,46
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","14-04-2026 18:00:00",17.72,83.3,OZONE,4,31,21
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","14-04-2026 18:00:00",26.071318,91.87488,NH3,3,5,4
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","14-04-2026 18:00:00",26.071318,91.87488,CO,3,114,67
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","14-04-2026 18:00:00",13.204880,79.097889,PM10,42,77,54
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","14-04-2026 18:00:00",13.204880,79.097889,CO,8,22,15
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","14-04-2026 18:00:00",26.11442,85.39813,OZONE,12,115,93
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","14-04-2026 18:00:00",26.1403345,85.3650192,PM2.5,53,88,63
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","14-04-2026 18:00:00",26.1403345,85.3650192,PM10,53,70,59
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","14-04-2026 18:00:00",26.1403345,85.3650192,NH3,2,3,3
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","14-04-2026 18:00:00",26.1403345,85.3650192,SO2,3,21,12
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","14-04-2026 18:00:00",26.1403345,85.3650192,OZONE,10,63,48
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","14-04-2026 18:00:00",26.1209,85.3647,SO2,4,9,6
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","14-04-2026 18:00:00",25.586562,85.043586,PM2.5,34,325,118
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","14-04-2026 18:00:00",25.586562,85.043586,PM10,101,212,142
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","14-04-2026 18:00:00",25.586562,85.043586,NH3,8,9,8
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","14-04-2026 18:00:00",25.592539,85.227158,CO,2,136,22
India,Bihar,Patna,"Muradpur, Patna - BSPCB","14-04-2026 18:00:00",25.619651,85.147382,PM10,100,191,145
India,Bihar,Patna,"Muradpur, Patna - BSPCB","14-04-2026 18:00:00",25.619651,85.147382,OZONE,15,93,77
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","14-04-2026 18:00:00",25.599486,85.113666,NO2,25,33,31
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","14-04-2026 18:00:00",25.599486,85.113666,CO,24,105,51
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","14-04-2026 18:00:00",25.366336,87.117468,PM10,52,74,61
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","14-04-2026 18:00:00",25.366336,87.117468,OZONE,14,45,27
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","14-04-2026 18:00:00",25.03280,85.41948,PM10,24,71,45
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","14-04-2026 18:00:00",25.03280,85.41948,SO2,2,3,3
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","14-04-2026 18:00:00",25.892357,86.590325,PM2.5,34,180,77
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","14-04-2026 18:00:00",25.892357,86.590325,NH3,4,4,4
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","14-04-2026 18:00:00",25.892357,86.590325,SO2,15,17,16
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","14-04-2026 18:00:00",25.859655,85.77944,OZONE,7,9,8
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","14-04-2026 18:00:00",24.952822,84.002396,NO2,2,10,3
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","14-04-2026 18:00:00",24.952822,84.002396,CO,46,101,64
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","14-04-2026 18:00:00",24.952822,84.002396,OZONE,15,42,22
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","14-04-2026 18:00:00",26.2271665,84.3570427,OZONE,12,16,14
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","14-04-2026 18:00:00",30.735567,76.775714,SO2,6,19,11
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","14-04-2026 18:00:00",30.751462,76.762879,PM10,NA,NA,NA
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","14-04-2026 18:00:00",26.80365,84.51954,SO2,15,37,27
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","14-04-2026 18:00:00",25.251013,86.989001,NH3,1,1,1
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","14-04-2026 18:00:00",25.251013,86.989001,SO2,NA,NA,NA
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","14-04-2026 18:00:00",25.265194,87.012947,NO2,7,8,7
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","14-04-2026 18:00:00",25.265194,87.012947,SO2,52,67,57
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","14-04-2026 18:00:00",25.265194,87.012947,CO,78,101,86
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","14-04-2026 18:00:00",25.204762,85.514960,PM2.5,12,100,50
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","14-04-2026 18:00:00",25.204762,85.514960,SO2,10,10,10
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","14-04-2026 18:00:00",26.987634,94.636574,NO2,21,35,26
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","14-04-2026 18:00:00",26.987634,94.636574,SO2,6,9,7
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","14-04-2026 18:00:00",26.146529,87.454184,NH3,5,6,6
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","14-04-2026 18:00:00",26.146529,87.454184,SO2,5,79,50
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","14-04-2026 18:00:00",26.146529,87.454184,CO,50,106,71
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","14-04-2026 18:00:00",25.5626095,84.663264,NO2,5,9,7
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","14-04-2026 18:00:00",24.75746,84.366208,PM2.5,15,50,27
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","14-04-2026 18:00:00",25.567520,83.966379,NH3,3,3,3
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","14-04-2026 18:00:00",25.7808257,84.7446768,PM2.5,78,92,83
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","14-04-2026 18:00:00",24.762518,84.982348,PM2.5,34,74,53
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","14-04-2026 18:00:00",24.762518,84.982348,CO,11,35,19
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","14-04-2026 18:00:00",25.560083,87.553265,PM10,NA,NA,NA
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","14-04-2026 18:00:00",26.349082,92.68449,CO,10,24,21
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","14-04-2026 18:00:00",26.446912,91.439057,PM10,14,48,41
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","14-04-2026 18:00:00",26.446912,91.439057,SO2,6,9,8
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","14-04-2026 18:00:00",26.446912,91.439057,OZONE,13,17,15
India,Assam,Silchar,"Tarapur, Silchar - PCBA","14-04-2026 18:00:00",24.82827,92.79525,NO2,19,24,22
India,Assam,Silchar,"Tarapur, Silchar - PCBA","14-04-2026 18:00:00",24.82827,92.79525,SO2,4,8,5
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","14-04-2026 18:00:00",27.308328,84.531742,PM2.5,72,500,228
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","14-04-2026 18:00:00",27.308328,84.531742,SO2,15,17,16
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","14-04-2026 18:00:00",26.63086,84.90051,NO2,3,10,5
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","14-04-2026 18:00:00",26.63086,84.90051,NH3,3,3,3
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","14-04-2026 18:00:00",25.42742023,86.13886079,NO2,6,18,13
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","14-04-2026 18:00:00",25.42742023,86.13886079,NH3,3,4,4
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","14-04-2026 18:00:00",26.80365,84.51954,PM2.5,5,60,34
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","14-04-2026 18:00:00",28.5627763,77.1180053,PM2.5,15,242,87
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","14-04-2026 18:00:00",28.5627763,77.1180053,OZONE,20,93,84
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","14-04-2026 18:00:00",28.6811736,77.3025234,PM2.5,51,312,190
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","14-04-2026 18:00:00",28.6811736,77.3025234,CO,13,25,13
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","14-04-2026 18:00:00",28.542460,77.191651,NO2,25,129,69
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","14-04-2026 18:00:00",28.542460,77.191651,CO,58,105,63
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","14-04-2026 18:00:00",28.542460,77.191651,OZONE,6,69,57
India,Delhi,Delhi,"ITO, Delhi - CPCB","14-04-2026 18:00:00",28.628624,77.241060,PM2.5,31,273,106
India,Delhi,Delhi,"ITO, Delhi - CPCB","14-04-2026 18:00:00",28.628624,77.241060,SO2,7,43,28
India,Delhi,Delhi,"ITO, Delhi - CPCB","14-04-2026 18:00:00",28.628624,77.241060,CO,23,107,31
India,Delhi,Delhi,"JNU, Delhi - DPCC","14-04-2026 18:00:00","28.540721 ","77.168544 ",CO,40,96,48
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","14-04-2026 18:00:00",21.194815,81.314770,SO2,10,40,18
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","14-04-2026 18:00:00",21.185571,81.343175,PM2.5,23,70,42
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","14-04-2026 18:00:00",21.185571,81.343175,PM10,49,102,68
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","14-04-2026 18:00:00",21.185571,81.343175,NH3,3,3,3
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","14-04-2026 18:00:00",21.224231,81.408350,CO,25,103,42
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","14-04-2026 18:00:00",22.08815,82.13737,PM2.5,46,118,74
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","14-04-2026 18:00:00",22.08815,82.13737,NO2,1,15,6
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","14-04-2026 18:00:00",22.118125,83.140608,PM10,NA,NA,NA
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ","14-04-2026 18:00:00","28.594169 ","77.125100 ",CO,26,77,38
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","14-04-2026 18:00:00","28.615828 ","77.271992 ",SO2,26,34,29
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","14-04-2026 18:00:00","28.615828 ","77.271992 ",OZONE,1,303,172
India,Delhi,Delhi,"DTU, Delhi - CPCB","14-04-2026 18:00:00",28.7500499,77.1112615,OZONE,16,100,38
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","14-04-2026 18:00:00",28.498571,77.264840,OZONE,11,223,132
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","14-04-2026 18:00:00",28.5710274,77.0719006,PM10,111,349,197
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","14-04-2026 18:00:00",28.5710274,77.0719006,NO2,28,140,75
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","14-04-2026 18:00:00",28.5710274,77.0719006,CO,48,110,56
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","14-04-2026 18:00:00",28.647622,77.3158090,CO,27,102,49
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","14-04-2026 18:00:00",28.695381,77.181665,PM2.5,27,324,154
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","14-04-2026 18:00:00",28.695381,77.181665,NO2,17,100,57
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","14-04-2026 18:00:00",28.4706914,77.1099364,PM10,84,202,125
India,Delhi,Delhi,"Bawana, Delhi - DPCC","14-04-2026 18:00:00",28.776200,77.051074,CO,28,70,30
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","14-04-2026 18:00:00",28.5512005,77.2735737,PM10,87,260,151
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","14-04-2026 18:00:00",28.5512005,77.2735737,CO,43,111,58
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","14-04-2026 18:00:00",21.371751,81.664929,PM10,28,155,102
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","14-04-2026 18:00:00",22.06631475,83.33820077,OZONE,15,116,97
India,Delhi,Delhi,"Alipur, Delhi - DPCC","14-04-2026 18:00:00",28.815329,77.153010,NH3,1,18,7
India,Delhi,Delhi,"Alipur, Delhi - DPCC","14-04-2026 18:00:00",28.815329,77.153010,CO,12,12,12
India,Delhi,Delhi,"Alipur, Delhi - DPCC","14-04-2026 18:00:00",28.815329,77.153010,OZONE,2,40,34
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","14-04-2026 18:00:00",22.1910172,83.5197009,PM2.5,45,185,86
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","14-04-2026 18:00:00",21.258815,81.578979,CO,29,62,39
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","14-04-2026 18:00:00",21.219665,81.630094,CO,30,114,41
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","14-04-2026 18:00:00",22.118125,83.140608,NH3,NA,NA,NA
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","14-04-2026 18:00:00",22.118125,83.140608,CO,20,28,22
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","14-04-2026 18:00:00",22.368195,82.746431,PM2.5,23,35,29
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","14-04-2026 18:00:00",28.732820,77.170633,PM10,108,371,214
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","14-04-2026 18:00:00",28.732820,77.170633,SO2,48,97,66
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","14-04-2026 18:00:00",22.348441,82.549611,OZONE,2,6,5
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","14-04-2026 18:00:00",23.593150,72.372792,OZONE,9,15,14
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","14-04-2026 18:00:00",22.410802,73.097923,NO2,5,280,40
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","14-04-2026 18:00:00",22.410802,73.097923,SO2,3,16,5
India,Gujarat,Surat,"Science Center, Surat - SMC","14-04-2026 18:00:00",21.170046,72.795405,PM10,38,184,87
India,Gujarat,Surat,"Science Center, Surat - SMC","14-04-2026 18:00:00",21.170046,72.795405,NO2,NA,NA,NA
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","14-04-2026 18:00:00",22.320153,73.216285,PM2.5,32,237,88
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","14-04-2026 18:00:00",22.320153,73.216285,NO2,10,27,15
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","14-04-2026 18:00:00",22.320153,73.216285,CO,68,110,76
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","14-04-2026 18:00:00",22.320153,73.216285,OZONE,2,11,6
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","14-04-2026 18:00:00",28.60909,77.0325413,NO2,83,187,113
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","14-04-2026 18:00:00",28.60909,77.0325413,CO,22,98,42
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","14-04-2026 18:00:00","28.594004 ","76.909423 ",PM2.5,4,375,186
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","14-04-2026 18:00:00","28.594004 ","76.909423 ",NH3,1,3,2
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","14-04-2026 18:00:00",28.570173,76.933762,SO2,18,96,40
India,Delhi,Delhi,"Narela, Delhi - DPCC","14-04-2026 18:00:00",28.822836,77.101981,PM2.5,30,407,177
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","14-04-2026 18:00:00",28.567890,77.250515,OZONE,1,67,60
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","14-04-2026 18:00:00",28.6573814,77.1585447,PM2.5,13,312,110
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","14-04-2026 18:00:00",28.580280,77.233829,NO2,34,141,95
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","14-04-2026 18:00:00",28.5918245,77.2273074,PM10,84,179,118
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","14-04-2026 18:00:00",28.611281,77.237738,SO2,7,32,16
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","14-04-2026 18:00:00",28.611281,77.237738,CO,52,100,55
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","14-04-2026 18:00:00",28.636429,77.201067,PM2.5,82,260,147
India,Delhi,Delhi,"Mundka, Delhi - DPCC","14-04-2026 18:00:00",28.684678,77.076574,NH3,4,11,6
India,Delhi,Delhi,"Mundka, Delhi - DPCC","14-04-2026 18:00:00",28.684678,77.076574,CO,42,94,52
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","14-04-2026 18:00:00",23.002657,72.591912,OZONE,37,101,86
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","14-04-2026 18:00:00",23.020509,72.579261,PM10,85,154,119
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","14-04-2026 18:00:00",23.016834,72.625775,PM10,91,222,133
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","14-04-2026 18:00:00",23.041137,72.456691,PM10,56,119,86
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","14-04-2026 18:00:00",23.041137,72.456691,SO2,7,22,11
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","14-04-2026 18:00:00",21.613267,73.010555,PM2.5,53,133,89
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","14-04-2026 18:00:00",21.613267,73.010555,SO2,17,27,20
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","14-04-2026 18:00:00",21.755417,72.139056,OZONE,4,36,29
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","14-04-2026 18:00:00",23.163798,72.677768,NO2,17,70,32
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","14-04-2026 18:00:00",23.163798,72.677768,OZONE,2,71,55
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","14-04-2026 18:00:00",23.243639,72.68994,OZONE,1,23,21
India,Delhi,Delhi,"Rohini, Delhi - DPCC","14-04-2026 18:00:00",28.732528,77.119920,OZONE,6,86,75
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","14-04-2026 18:00:00",28.6514781,77.1473105,PM10,101,333,180
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","14-04-2026 18:00:00",28.5504249,77.2159377,PM2.5,36,190,92
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","14-04-2026 18:00:00",28.5504249,77.2159377,NH3,7,17,12
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","14-04-2026 18:00:00",28.5504249,77.2159377,SO2,26,35,29
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","14-04-2026 18:00:00",28.672342,77.315260,CO,44,107,51
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","14-04-2026 18:00:00",28.699793,77.165453,OZONE,1,85,60
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","14-04-2026 18:00:00",22.977134,72.553024,NO2,28,132,85
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","14-04-2026 18:00:00",22.977134,72.553024,NH3,2,17,8
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","14-04-2026 18:00:00",23.221714,72.654328,CO,12,44,19
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","14-04-2026 18:00:00",23.593150,72.372792,PM10,67,185,119
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","14-04-2026 18:00:00",23.593150,72.372792,SO2,4,14,8
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","14-04-2026 18:00:00",28.530785,77.271255,CO,5,88,16
India,Delhi,Delhi,"Pusa, Delhi - IMD","14-04-2026 18:00:00",28.636110,77.173332,PM2.5,11,192,73
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","14-04-2026 18:00:00",27.9002,76.9938,NH3,9,11,10
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","14-04-2026 18:00:00",27.9002,76.9938,OZONE,23,31,26
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","14-04-2026 18:00:00",28.360699,76.936090,NH3,5,17,9
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","14-04-2026 18:00:00",28.360699,76.936090,SO2,2,7,4
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","14-04-2026 18:00:00",28.060249,76.113115,PM2.5,57,302,166
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","14-04-2026 18:00:00",28.060249,76.113115,NO2,23,26,25
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","14-04-2026 18:00:00",28.060249,76.113115,NH3,4,5,5
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","14-04-2026 18:00:00",28.060249,76.113115,CO,22,54,34
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","14-04-2026 18:00:00",28.060249,76.113115,OZONE,10,43,38
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","14-04-2026 18:00:00",28.1485564,77.3320667,PM10,57,86,68
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","14-04-2026 18:00:00",28.1485564,77.3320667,NH3,9,9,9
